gene	p	fdr
CDK13	1.85249423762626e-10	4.66585597817867e-08
NCOR1	2.42395361251163e-10	6.00671343590785e-08
POLA1	2.53443513458295e-10	6.18080339805277e-08
KIAA0355	3.01176609924276e-10	7.23012099199464e-08
GOLGA4	3.09697659689118e-10	7.32029975917479e-08
TRIM33	3.70713863479869e-10	8.62976939167381e-08
NBPF20	4.39583704260186e-10	1.00802448242589e-07
ZNF91	6.1831055063948e-10	1.357103328575e-07
GRB10	6.17105238339871e-10	1.357103328575e-07
HCFC1	6.08740189528237e-10	1.357103328575e-07
FNDC1	6.77407408613554e-10	1.46003766050814e-07
SUPT16H	6.84214472510973e-10	1.46003766050814e-07
BCOR	6.94522289969373e-10	1.46173157028622e-07
SMC2	7.12251731753407e-10	1.47878859549451e-07
ZNF492	7.32084495738487e-10	1.49969949233682e-07
NOTCH1	7.46272350054382e-10	1.50864847187309e-07
FLNC	7.64860440761044e-10	1.52614491063022e-07
BCR	8.03233663122345e-10	1.5821643590015e-07
DOCK2	8.40526198815278e-10	1.63466386311366e-07
PCNT	8.62391644595593e-10	1.65622315344584e-07
KIF26A	9.56144467205425e-10	1.79148824318831e-07
FAM21A	9.4753605339458e-10	1.79148824318831e-07
PIK3CB	1.13058742901649e-09	2.09281268185655e-07
MLLT10	1.24077532379592e-09	2.26943715176197e-07
DNMT1	1.53101212776748e-09	2.76734945070818e-07
MYH1	1.56178880282474e-09	2.79015385658131e-07
BDP1	1.63381975965491e-09	2.88528813647563e-07
RNF213	1.78905925855922e-09	3.08843892679819e-07
TPR	1.77189088613383e-09	3.08843892679819e-07
AKT1	2.0498712124774e-09	3.49935792316698e-07
EGFR	2.08788974276043e-09	3.52509208876607e-07
MIA3	2.1698062736164e-09	3.62357647693939e-07
MTR	2.22263194852991e-09	3.67188357604446e-07
ZFP36L2	2.28129276659641e-09	3.72870021978587e-07
C4B_2	2.5094609141871e-09	4.05845868269165e-07
SGK223	2.60700198696399e-09	4.17228942997028e-07
OBSCN	2.67449595592977e-09	4.19360142029271e-07
RAPGEF1	2.67490848209246e-09	4.19360142029271e-07
ZNF107	2.8483839411035e-09	4.42046170415295e-07
SYNE1	2.91264485323897e-09	4.47498755251636e-07
NES	3.83908959689685e-09	5.83997748185378e-07
POLR2A	4.00962683653034e-09	6.03959869769138e-07
C10orf71	4.54494099503943e-09	6.58759183469678e-07
RANBP2	4.51208998663498e-09	6.58759183469678e-07
PCM1	4.54035133056551e-09	6.58759183469678e-07
PRR14L	4.43928719761648e-09	6.58759183469678e-07
PTPRF	4.62524837580566e-09	6.64133794821291e-07
ATR	4.92069555451428e-09	7.00014504625532e-07
KRAS	5.00240402766957e-09	7.05109499826745e-07
VPS13B	6.02589961551504e-09	8.35398240900498e-07
KAT6A	6.03548585914835e-09	8.35398240900498e-07
ZNF208	7.30892672466204e-09	9.99542826357897e-07
CHD1	7.35149306029956e-09	9.99542826357897e-07
PIK3R1	7.77492391612811e-09	1.04784150041572e-06
SAFB	7.96215641052735e-09	1.05333790723371e-06
SUPT6H	7.91465218514791e-09	1.05333790723371e-06
ERBB2	8.02138343831975e-09	1.05333790723371e-06
CREBBP	8.32352153924413e-09	1.08375071973684e-06
XAB2	8.68733584882338e-09	1.12161536118758e-06
RSF1	9.36898116986396e-09	1.19954188911492e-06
MAP3K7	1.048252259217e-08	1.33102047195124e-06
MYH7	1.1338433822294e-08	1.42789915775185e-06
FASTK	1.16703840549939e-08	1.45775431399127e-06
WHSC1	1.24422894964812e-08	1.54163980503176e-06
TMEM131	1.26854044860369e-08	1.55918843618777e-06
DOPEY2	1.31985805186253e-08	1.60938881815999e-06
KMT2D	1.51884405241745e-08	1.82308750166732e-06
ABCC1	1.51741978614946e-08	1.82308750166732e-06
C15orf39	1.57658430939147e-08	1.87772413406903e-06
POLR2B	1.59329722966306e-08	1.88303220281102e-06
ESPL1	1.68590518278785e-08	1.97727078079027e-06
ARID1A	1.75954879908196e-08	2.04800816281025e-06
RAD54L2	1.78597394312698e-08	2.06313561369947e-06
DCLRE1C	1.88647477147773e-08	2.16297002902865e-06
SPTBN1	1.96769803507098e-08	2.23938611932078e-06
UTRN	1.99938972234841e-08	2.25872233045301e-06
TANC2	2.11011965179346e-08	2.36641447665363e-06
RGPD5	2.18116931594416e-08	2.42836850508449e-06
ZMYM2	2.23037619655615e-08	2.46528776143084e-06
ZNF555	2.30338552119518e-08	2.52780108197448e-06
MYH14	2.32350636557854e-08	2.5317980000531e-06
WNK3	2.4642163210294e-08	2.66621264480956e-06
KIF1A	2.55949790118973e-08	2.7308420662416e-06
RLF	2.54706330607799e-08	2.7308420662416e-06
PHF8	2.75838451361855e-08	2.92274618394726e-06
PXDN	2.84286506619882e-08	2.99162869021087e-06
SPTA1	2.94827755406768e-08	3.06462688273332e-06
NSD1	2.95212691125053e-08	3.06462688273332e-06
BCLAF1	3.13982381639796e-08	3.23760088021062e-06
TNS1	3.1712180826408e-08	3.24817297477955e-06
DNAH6	3.23272957428077e-08	3.28924881981787e-06
KIDINS220	3.25722898693134e-08	3.29237277336928e-06
RBM12B	3.32965233870354e-08	3.34358029619877e-06
BTAF1	3.57941025526671e-08	3.57104280272193e-06
CAMSAP3	3.71195466579607e-08	3.67938525711554e-06
IRF2BPL	3.89928920169766e-08	3.84029995480018e-06
MKL1	3.94173748755844e-08	3.85737928400305e-06
KIAA0232	4.08880688504395e-08	3.97597651783641e-06
RAD50	4.17888290444631e-08	4.01277230899457e-06
SLAIN2	4.1615709020669e-08	4.01277230899457e-06
NBPF11	4.24658543081997e-08	4.05245581112535e-06
POTEH	4.45418816188617e-08	4.22433005674192e-06
CTCF	4.73845116153081e-08	4.46635359789935e-06
SMAD4	5.11260766433149e-08	4.78964049724323e-06
NAV1	5.17184488230162e-08	4.81577119828376e-06
KIAA1429	5.26966488052252e-08	4.87729706170771e-06
ATXN2L	5.36947140400125e-08	4.91800218963804e-06
SLX4	5.3776644614631e-08	4.91800218963804e-06
APOB	5.55386767909794e-08	4.99790051948736e-06
ZC3H13	5.56262033866401e-08	4.99790051948736e-06
AHCTF1	5.55259000118672e-08	4.99790051948736e-06
MAST4	5.78015179480696e-08	5.163154196245e-06
MYO18A	5.88981393630016e-08	5.23069949811073e-06
COPA	5.97345527025197e-08	5.27449234322708e-06
TSPYL1	6.14077737966068e-08	5.39125163777753e-06
ZNF644	6.27029219963179e-08	5.47368007699675e-06
FGD1	6.3592956113637e-08	5.52001230355887e-06
NIN	6.39557420092292e-08	5.52031472039212e-06
FOCAD	6.56890346028756e-08	5.638247640439e-06
NEB	6.65999089072614e-08	5.68467222472869e-06
FASN	7.2253785098345e-08	6.13318869751918e-06
FAT1	7.41708689539804e-08	6.25639283188727e-06
RBBP6	7.45196490650462e-08	6.25639283188727e-06
PPP2R1A	7.9413277805329e-08	6.63100869674497e-06
PGR	8.59924615469086e-08	7.14155772544164e-06
SETD2	8.90630559705351e-08	7.3567999566199e-06
CEP135	9.56241204287371e-08	7.85651864313966e-06
NKAP	9.87363104096102e-08	8.06906741028325e-06
DIS3	1.00286770591083e-07	8.15241239873759e-06
DDX21	1.04952462560805e-07	8.48678755149585e-06
TAF3	1.05826429803907e-07	8.51265585082317e-06
SPTBN2	1.06914787551501e-07	8.55541039552742e-06
CUL1	1.16775278253136e-07	9.29603821285587e-06
NFKB2	1.27667239585465e-07	1.00588690717492e-05
WDR1	1.27157858099933e-07	1.00588690717492e-05
IDH2	1.34773230133313e-07	1.05645709580011e-05
ALMS1	1.424197774664e-07	1.10777473008398e-05
DCTN1	1.42761908719492e-07	1.10777473008398e-05
NCAPD2	1.45125203657091e-07	1.12045408491837e-05
BCAR1	1.50563922458291e-07	1.15663205232459e-05
MAP3K4	1.56648028661235e-07	1.19159535595998e-05
ANKIB1	1.56666403217857e-07	1.19159535595998e-05
UBA6	1.58637195210796e-07	1.19475581726406e-05
CHD5	1.58436319794131e-07	1.19475581726406e-05
VPS13D	1.61339112446274e-07	1.20917762128027e-05
RGR	1.64636734193193e-07	1.2279023224001e-05
RICTOR	1.69033729947634e-07	1.25460590672244e-05
SOS2	1.80496162663356e-07	1.33324184767298e-05
FAM110B	1.8624663273596e-07	1.36913553366282e-05
RETSAT	1.89104360296538e-07	1.38352351980763e-05
MUC16	1.93901743821267e-07	1.41162514735191e-05
TTC7B	1.95701741985132e-07	1.41162514735191e-05
PELP1	1.95077181403884e-07	1.41162514735191e-05
CHD7	2.02592897253768e-07	1.45450339878826e-05
MCM4	2.19048613393884e-07	1.56533157962029e-05
RHOA	2.22219723601763e-07	1.58064066361921e-05
ARHGAP23	2.35029265189688e-07	1.66405052090985e-05
MYO18B	2.36733339933722e-07	1.66842708015675e-05
MYOF	2.389280268124e-07	1.67620557257795e-05
IRS1	2.57542382876015e-07	1.7985823502305e-05
PRPF8	2.65282571042967e-07	1.84425403687971e-05
PPRC1	2.67818498538245e-07	1.85349703222594e-05
MDC1	2.75513102580097e-07	1.89819879284332e-05
ACTN2	2.77730422259892e-07	1.9049331283933e-05
KIAA1462	2.85577707083473e-07	1.93590393455949e-05
FRYL	2.85691656121809e-07	1.93590393455949e-05
RABGAP1	2.86025900250589e-07	1.93590393455949e-05
NUP210	3.10983585109747e-07	2.09559289545006e-05
BRD4	3.23517633508936e-07	2.170534900101e-05
ARHGEF5	3.29465642712872e-07	2.20083049332199e-05
SLC4A7	3.31063980445969e-07	2.20193376431683e-05
KRT20	3.50576100663076e-07	2.32166000456358e-05
ELAC2	3.60845620597992e-07	2.37941292483586e-05
U2AF1	3.64007642215763e-07	2.39000573290725e-05
PCNXL3	3.68231769765354e-07	2.40700664920522e-05
PRKD3	3.69730258534517e-07	2.40700664920522e-05
LPCAT2	3.71816952451367e-07	2.41037791454127e-05
SPEN	3.82294516851984e-07	2.46788779702264e-05
FAM104A	3.86310018515901e-07	2.4833753658905e-05
CCDC88C	3.89302345332588e-07	2.49218384737078e-05
ARHGAP21	3.97051657994443e-07	2.5312455076459e-05
TFAP2A	4.14405138766571e-07	2.63095890578909e-05
MYH6	4.22721333188155e-07	2.67271216588593e-05
SENP3	4.33153447961794e-07	2.72744654692008e-05
MAP1B	4.45377917438172e-07	2.79297400960003e-05
ZNF628	4.47289992356952e-07	2.79356237502935e-05
HTT	4.51230781787201e-07	2.80676507343261e-05
SPICE1	4.53379243762904e-07	2.80875754079567e-05
KIF18A	4.72040339228739e-07	2.91085706985326e-05
SETDB1	4.73648963462194e-07	2.91085706985326e-05
NOC3L	4.75740368539321e-07	2.91206176184786e-05
SH3RF1	4.81558048868254e-07	2.92437069676358e-05
CLTCL1	4.80553891717121e-07	2.92437069676358e-05
RGPD8	4.87666288134591e-07	2.94980505940939e-05
TRRAP	4.94330271904536e-07	2.97838835197697e-05
FLG	4.97219971834941e-07	2.98409673721564e-05
FMN2	4.99746663689192e-07	2.98759056066955e-05
NUP160	5.3074457223779e-07	3.16060449917109e-05
PARD3	5.58399670834877e-07	3.31245271919191e-05
ZNF180	5.66364649654491e-07	3.34677941434292e-05
GTF2I	5.79255144514803e-07	3.40983756334308e-05
TIAM2	5.83072063313748e-07	3.41920579418032e-05
STRIP2	6.48868448684069e-07	3.78743685878396e-05
R3HDM1	6.50796231918098e-07	3.78743685878396e-05
BACH1	6.67362057953991e-07	3.85656055618258e-05
CDK4	6.67694030164388e-07	3.85656055618258e-05
SUZ12	6.79214084342511e-07	3.90840643889076e-05
SYNE2	7.01649774262154e-07	4.02244295961333e-05
C16orf58	7.14530200757001e-07	4.08105650722326e-05
USP34	7.26317213187316e-07	4.13301394941108e-05
PRRC2C	7.62458377485573e-07	4.32266070542005e-05
RAI1	7.66299550921752e-07	4.3284655516036e-05
NUP133	7.80676192377513e-07	4.37748504368179e-05
FBN1	7.77955638906475e-07	4.37748504368179e-05
FAM169A	8.09373314231414e-07	4.50551144922154e-05
CEP57L1	8.09162264199643e-07	4.50551144922154e-05
DOCK1	8.1791491519753e-07	4.52030386945858e-05
DDX42	8.17850093812842e-07	4.52030386945858e-05
KIF7	8.28197146375465e-07	4.56072435731636e-05
GIGYF2	8.35816715329805e-07	4.58624571940254e-05
UBR4	8.57932921783999e-07	4.6908474769713e-05
C16orf62	8.70522630597197e-07	4.7260458291503e-05
LRP4	8.67465406090396e-07	4.7260458291503e-05
SMC3	8.78514944779299e-07	4.75264211675675e-05
IFT140	8.84524704040931e-07	4.76669171404361e-05
IRF3	8.87316994413221e-07	4.76669171404361e-05
TDRD9	9.0436321133192e-07	4.80783265706007e-05
FLT4	9.03475706518526e-07	4.80783265706007e-05
MYH8	9.01544057937737e-07	4.80783265706007e-05
RABGAP1L	9.08495546223619e-07	4.81314674902748e-05
KIAA1109	9.39931829766813e-07	4.92870738311854e-05
UTP14A	9.39691975097099e-07	4.92870738311854e-05
TEX264	9.37232179506165e-07	4.92870738311854e-05
ZGRF1	9.86689446110525e-07	5.15629137756534e-05
LGR5	9.93654713382214e-07	5.1603677498513e-05
PKHD1L1	9.94186965605302e-07	5.1603677498513e-05
RASIP1	1.01314609375133e-06	5.24106955703548e-05
HSPA6	1.03100655474552e-06	5.29778752746158e-05
EIF4ENIF1	1.02998231152391e-06	5.29778752746158e-05
OTUD7B	1.03458631729549e-06	5.29846139297596e-05
ALS2	1.04553497336674e-06	5.33674396372314e-05
APBA2	1.05024481204009e-06	5.34303354045826e-05
USP8	1.06126717291234e-06	5.36358843573198e-05
PLXNB2	1.05810492222105e-06	5.36358843573198e-05
GCFC2	1.08768828978377e-06	5.47909602761895e-05
BIRC6	1.12288193716584e-06	5.6378947982405e-05
RDX	1.13861473721857e-06	5.69826606600201e-05
ADGRL3	1.14506604339806e-06	5.71194632817138e-05
USP11	1.15359665101405e-06	5.71737385360639e-05
ZNF93	1.15065159879325e-06	5.71737385360639e-05
CUX1	1.18526870076153e-06	5.85545605096467e-05
SOGA3	1.19764117694163e-06	5.89761507773437e-05
AKAP11	1.20816508392084e-06	5.93043078254306e-05
ARHGEF28	1.23368239731369e-06	6.03640011220622e-05
SMC6	1.26351576546009e-06	6.1627480065171e-05
TCF20	1.26853893519023e-06	6.16766841780465e-05
SRRM2	1.27670265801803e-06	6.17125705087449e-05
NUP62	1.2773104283898e-06	6.17125705087449e-05
TET2	1.29311147617151e-06	6.22801401877715e-05
PIEZO1	1.31228492067794e-06	6.30060797540498e-05
EWSR1	1.34905036939326e-06	6.45695011693397e-05
IRS2	1.35701313141086e-06	6.47489122701753e-05
EXPH5	1.36888843601864e-06	6.51133186717969e-05
MKI67	1.41836066395773e-06	6.72583124723662e-05
C4A	1.42976790169995e-06	6.75906278206707e-05
EXOSC10	1.46813187036719e-06	6.91913437310476e-05
HECTD1	1.47462940796174e-06	6.92850343239272e-05
LRPPRC	1.48392014850249e-06	6.95089913463179e-05
C4orf3	1.53174613941321e-06	7.15311479815942e-05
SMARCA4	1.55698823575308e-06	7.24895977397283e-05
RAC1	1.59065584181736e-06	7.38333424582536e-05
CCDC93	1.68409798413606e-06	7.77621843370179e-05
DHX9	1.68542094403977e-06	7.77621843370179e-05
COIL	1.74329584473915e-06	8.01916088580008e-05
PKN3	1.7876416289006e-06	8.19860477206832e-05
ANKHD1	1.80510158252927e-06	8.25404187916062e-05
PKD2	1.83738290547203e-06	8.37672135301847e-05
PTDSS1	1.84893301984102e-06	8.40443991622409e-05
NGLY1	1.91731074484889e-06	8.68954639641841e-05
SF3B3	1.9483863565764e-06	8.8044141124823e-05
NASP	1.96126891427445e-06	8.83663800554625e-05
SPIRE1	2.04325067774066e-06	9.17909456514839e-05
GRIN2A	2.08305529794801e-06	9.33063020340329e-05
ELAVL2	2.12663192281793e-06	9.49813164598101e-05
MED1	2.17445033118555e-06	9.68355214154633e-05
MAP4K1	2.20792664190526e-06	9.80421529659894e-05
PHACTR2	2.21612309208631e-06	9.81225221522017e-05
DNAAF5	2.22905423490169e-06	9.84114634052572e-05
ZNF700	2.26674932738939e-06	9.97889302751021e-05
TRMT1	2.27645209292895e-06	9.99297427307438e-05
LRIG1	2.34030974662692e-06	0.000102440224920729
CCDC120	2.35952973041664e-06	0.000102988110165117
HK1	2.37382413837425e-06	0.000103318510090601
HAUS8	2.38983441519935e-06	0.000103721513997522
PSD4	2.44191500129151e-06	0.000105683329802374
ASCC3	2.53644999397168e-06	0.000109466341874665
PARP4	2.56285168212802e-06	0.000110202870772221
ATAD5	2.57666116635382e-06	0.000110202870772221
PGM2	2.58093637138254e-06	0.000110202870772221
TOP2B	2.58220733389739e-06	0.000110202870772221
ZNF267	2.60239411732658e-06	0.000110756740217744
GIT2	2.61300839247568e-06	0.000110901273320432
CCDC14	2.64202043351241e-06	0.000111811011653408
MAGEC1	2.64899819329864e-06	0.000111811011653408
SVIL	2.65873583707481e-06	0.000111914568221417
TLN1	2.68060856695491e-06	0.000112526967275124
GPRIN1	2.87555837586044e-06	0.000120381686339836
ZNF106	2.90009965921176e-06	0.000121079160772091
QSER1	2.91329352418227e-06	0.000121164201014031
RAPGEF2	2.91790903249099e-06	0.000121164201014031
JAK1	2.96094968301261e-06	0.000122620029460393
POTEM	3.01609349395477e-06	0.000124233942201397
BCL2L13	3.01334254019837e-06	0.000124233942201397
AKAP8L	3.06681121761365e-06	0.000125985260821968
RBM5	3.16757619642504e-06	0.00012973249528558
ESCO2	3.17491657298738e-06	0.00012973249528558
SNRNP200	3.19951750374176e-06	0.000130390946757264
PTPN11	3.21374577817486e-06	0.000130624312528779
TOP1	3.22614936034382e-06	0.000130782476971827
TRIP6	3.2753724013436e-06	0.000132297385568482
AHR	3.28074094647172e-06	0.000132297385568482
CARD11	3.3015735395377e-06	0.000132788942045699
CC2D1A	3.31077055455443e-06	0.000132811171802022
JPH2	3.32576266482071e-06	0.00013306514995392
OSBPL8	3.336791644934e-06	0.00013315965411108
TLK1	3.3851956406047e-06	0.000134741310420338
CLPTM1	3.49189058116745e-06	0.000138628958369655
MAP2K4	3.56040943213638e-06	0.000140984872462225
BRWD1	3.65775036246891e-06	0.000144467034881677
DLG5	3.69473040176729e-06	0.000145553430494238
PLCD1	3.71366159502586e-06	0.00014592505561631
LRRFIP2	3.73975162074698e-06	0.000146575367094787
GLI4	3.79088553285981e-06	0.0001474510514604
HPS5	3.78675681445616e-06	0.0001474510514604
STRADA	3.77992811804564e-06	0.0001474510514604
PLCH2	3.88909139169443e-06	0.000150888889247458
TSHZ1	3.99660575180119e-06	0.000154281032087119
CGNL1	3.99189655464417e-06	0.000154281032087119
TRUB1	4.07741793213636e-06	0.000157006138118654
NAV2	4.10588639343745e-06	0.000157313811842326
LATS1	4.09781877741339e-06	0.000157313811842326
PAPPA	4.14206817592124e-06	0.000158305312076751
ATXN2	4.1841167888264e-06	0.000159515559165084
FOXJ3	4.21714664200131e-06	0.000159586800511596
PRAMEF12	4.21108886814747e-06	0.000159586800511596
PDPK1	4.21392067993665e-06	0.000159586800511596
SAMSN1	4.25247870075501e-06	0.000160528458865848
IGHMBP2	4.31491636291603e-06	0.000162486213234907
BCORL1	4.37804833327918e-06	0.000164460475776287
RTF1	4.41888456005531e-06	0.000165589615562658
ESF1	4.43828542349535e-06	0.000165911964103607
TBC1D31	4.48558968304965e-06	0.000166725862285784
DZIP3	4.4939888274293e-06	0.000166725862285784
TUBGCP6	4.48652129991158e-06	0.000166725862285784
RAD51C	4.5034647779615e-06	0.000166725862285784
FOXK1	4.57077505931725e-06	0.000168003320601316
DPYD	4.54964339404446e-06	0.000168003320601316
AGAP2	4.56479527381345e-06	0.000168003320601316
SMARCAD1	4.59497923569256e-06	0.000168489883000431
FRY	4.61101612235248e-06	0.00016867536119958
ARVCF	4.64587278345469e-06	0.000169546768277905
ULK1	4.74422076430362e-06	0.000172725610954409
NYAP2	4.76155245092164e-06	0.000172946789257589
HBP1	4.79383781647759e-06	0.000173708783519721
RNGTT	4.9321725946469e-06	0.000178300940574482
ANXA11	4.97142027471523e-06	0.000179297889907805
MB21D2	5.01310439617556e-06	0.000180377835931713
BRPF1	5.0829712155268e-06	0.000182464415316247
KIAA2022	5.12988144118029e-06	0.000183719110634718
CEP250	5.18178829178733e-06	0.000185146500732606
RFX7	5.32332826529857e-06	0.00018976244888178
AGL	5.36821904926415e-06	0.000190919716372441
EXO1	5.46324184760205e-06	0.00019385045668951
PIK3R2	5.49193015708651e-06	0.000194419389247643
ACAP2	5.52019796348429e-06	0.000194970854048213
RNASEH1	5.57484774091932e-06	0.000196449451127258
BSN	5.68119222820974e-06	0.000199738758339163
CMYA5	5.83030454222117e-06	0.000202662441146349
GANAB	5.80887664050294e-06	0.000202662441146349
STAT6	5.82516968838878e-06	0.000202662441146349
THOP1	5.81559525192545e-06	0.000202662441146349
ETF1	5.78221488158406e-06	0.000202662441146349
ZBTB20	5.95574487701784e-06	0.000206555449865693
TRIP12	6.01110843167962e-06	0.000208006013388121
LIMK2	6.02900403487221e-06	0.000208156444925341
CENPJ	6.086195710082e-06	0.00020965988988722
SOX13	6.21257345061472e-06	0.00021353462750614
IGF2R	6.28945418772235e-06	0.0002156945851343
RALB	6.34773130405012e-06	0.000217208337985359
HSF4	6.38056804200382e-06	0.000217846771994104
WDR48	6.41210247298865e-06	0.000218438009745006
NCOR2	6.47324389155515e-06	0.000220033006968702
MUM1	6.50944465914127e-06	0.000220775072280456
SP100	6.62565177343659e-06	0.000224221396138942
LRBA	6.65312221363415e-06	0.000224656197121484
LYAR	6.71922961942529e-06	0.000226390885686075
MED12	6.74857637532347e-06	0.000226882116915689
PIAS1	6.86902646118867e-06	0.000230427341811578
TRIM72	7.05650990205797e-06	0.000236200910969975
SNX25	7.1160843959188e-06	0.000237677218823688
PI4K2A	7.13888259859894e-06	0.000237921458231831
LTN1	7.26746662921668e-06	0.000241682591539578
ZSCAN29	7.37389491263086e-06	0.000244692270923673
TNRC6A	7.45642947418698e-06	0.000246897806985795
LAMB1	7.48513201296424e-06	0.000247315200531576
NCL	7.68164483771094e-06	0.000253263500615002
GBF1	7.75120673657142e-06	0.00025500972227127
NOTCH3	7.88323468674376e-06	0.000258247372552518
MCM9	7.87809513304768e-06	0.000258247372552518
ATP2B2	8.09772784312623e-06	0.000263861155653896
SUCO	8.10612245955734e-06	0.000263861155653896
EIF2S2	8.10185269789194e-06	0.000263861155653896
HADHA	8.25936049321749e-06	0.000268280792003792
NSUN2	8.51320055368682e-06	0.000275361712224935
SLK	8.49742928016848e-06	0.000275361712224935
EPB41L3	8.68525800673627e-06	0.000280336773141798
AGRN	8.73757450220612e-06	0.000281434160695796
PHLDB2	8.76175967728084e-06	0.000281622752472265
PPIP5K1	8.81817274104322e-06	0.000282844271384944
PLRG1	8.99064592982843e-06	0.000286576950327229
PPP2R1B	9.00833999502928e-06	0.000286576950327229
KDM3A	9.00915562405959e-06	0.000286576950327229
CTAG2	8.95705244474878e-06	0.000286576950327229
MYH4	9.05585550973656e-06	0.000287467281098332
INSR	9.24497143960465e-06	0.000292865445769249
DNM2	9.29082190823785e-06	0.000293712320572359
GAB1	9.44642355668736e-06	0.000298018175615903
ELAVL1	9.49155276836333e-06	0.000298828312977734
CWF19L2	9.54150809104984e-06	0.000299786769551922
DST	9.63213455663626e-06	0.000301621713569692
ZNF787	9.63917348104133e-06	0.000301621713569692
ARHGAP32	9.72556923703004e-06	0.000303706597068556
DDR1	9.76559500751873e-06	0.000304337934473667
TKT	9.88984272877725e-06	0.000307586120819704
NOMO2	9.93428114045797e-06	0.000308344031195952
LAMA1	1.00257745156771e-05	0.000310484691158958
ACO1	1.00436664609478e-05	0.000310484691158958
IGF2BP1	1.01567033699235e-05	0.00031334857545282
FARP1	1.01893412477004e-05	0.000313725528917173
CAD	1.02466320555609e-05	0.000314858509803275
VPS13A	1.02779330204752e-05	0.000315189945961239
AMER1	1.03713421959889e-05	0.000317303934662149
KIAA1033	1.04010620420092e-05	0.000317303934662149
MYO5A	1.04088247246631e-05	0.000317303934662149
SENP7	1.05203075346552e-05	0.000320067336559292
MAST3	1.05803543720565e-05	0.000320631883371933
FKBP15	1.05806017228307e-05	0.000320631883371933
FOXA1	1.06114869356145e-05	0.000320934813540909
KHDRBS1	1.07178570667533e-05	0.000323515041205497
BRCA1	1.10170840872083e-05	0.000331895058658565
LARP6	1.10744309530629e-05	0.000332969779183677
NOP58	1.12437199094956e-05	0.000337399438846662
VASP	1.13179151917381e-05	0.000338963838218059
BZW2	1.13461533547533e-05	0.000339148443856867
AMPD3	1.16350026929918e-05	0.000346434460029314
ZNF480	1.16267718670032e-05	0.000346434460029314
