gene	p	fdr
DNAJC13	7.35740358012526e-07	9.85809412280829e-05
DIS3L2	7.54890517002497e-07	0.000100022993502831
MAST2	7.86335433503002e-07	0.000103044505983772
ZNF638	8.89373913205547e-07	0.000115280259945393
PMS1	9.21595916815451e-07	0.000118172379656175
LARP4B	1.02401984743485e-06	0.000129908900858092
ZNF395	1.09171448401832e-06	0.000137038897072827
CLCN7	1.11083163047425e-06	0.000137986116597973
BRCA2	1.12395562641097e-06	0.000138177019020112
BUB1B	1.22701998992469e-06	0.000149308299794408
SUGP1	1.28102628231749e-06	0.000154305438551879
FAT1	1.41786574970463e-06	0.000169080490652277
SRRM2	1.56809616902992e-06	0.000185144027878038
MGA	1.72493611840097e-06	0.000201665325607173
MAP1A	1.75487411420911e-06	0.000203173532154793
ACTN2	1.80327440889092e-06	0.000205321591224977
SMARCAD1	1.80786306738974e-06	0.000205321591224977
WHSC1	1.91453477072413e-06	0.000214961886768057
ARHGAP21	1.92879848085384e-06	0.000214961886768057
CDK12	2.03228812286252e-06	0.000224398480232737
FGD1	2.16500287922007e-06	0.00023685925995137
KIAA0556	2.30014018479254e-06	0.000249356106396828
IARS2	2.45931020316087e-06	0.000264209677231472
KRT1	2.50201866394862e-06	0.000266397969353458
FRYL	2.63733395539682e-06	0.000278320419629266
MAP7D3	2.77877897665623e-06	0.00029067490611075
ARHGAP23	2.88939966559501e-06	0.00029961818271496
MYO9A	2.97008907763332e-06	0.000305330278023943
SHROOM4	3.04900182073366e-06	0.000310763647113239
ARHGEF11	3.1224768750754e-06	0.000315555396061645
DNM3	3.20704534600188e-06	0.000321378283622457
ARHGEF5	3.35934471035194e-06	0.000333834880591224
USP10	3.41632463176725e-06	0.000334909009272425
ARID1B	3.4263227783007e-06	0.000334909009272425
PTPN13	3.49899199951897e-06	0.000339231541416778
CANX	3.62463941813985e-06	0.00034626367157873
MCM7	3.63322147700114e-06	0.00034626367157873
MED13	3.65863502045451e-06	0.00034626367157873
SVIL	3.80707955816538e-06	0.000357475777410411
BPTF	3.97473735372675e-06	0.000367962788565468
SLC3A2	3.98849108824537e-06	0.000367962788565468
PDS5B	4.01133438268434e-06	0.000367962788565468
MTOR	4.36658309403713e-06	0.000397044539808158
COBLL1	4.39495842806514e-06	0.000397044539808158
ABL1	4.53642687814402e-06	0.000405409487588832
ATXN2L	4.55554476619736e-06	0.000405409487588832
MYH1	4.83486135098847e-06	0.000427079419337315
FLNA	5.04959128677039e-06	0.00044276747128483
SYNJ2	5.13565377769297e-06	0.000447026797802837
CDC42BPA	5.83283750645809e-06	0.000504033241047194
CYP3A4	5.90313699372545e-06	0.000506438191727885
ANAPC1	6.04282131760408e-06	0.000514718887231633
SNX25	6.32618868506833e-06	0.000535034043045673
LUC7L2	6.40249078230992e-06	0.000537673961824266
IQSEC2	6.56576144625328e-06	0.000547529407318674
SYNPO2L	6.72937115542034e-06	0.000557276048808247
PARP4	6.77659219675421e-06	0.000557316289284786
USP42	7.02491875411053e-06	0.000567250040669565
SEC16A	7.05256686354611e-06	0.000567250040669565
CSDE1	7.08240943911279e-06	0.000567250040669565
CTDP1	7.08765249977067e-06	0.000567250040669565
C4B	7.29160943488982e-06	0.000579682950073741
TPR	7.9991037825037e-06	0.000631717302028852
TICRR	8.07692598483645e-06	0.000633666726112991
KMT2B	8.15734779904924e-06	0.000635793284337662
TRPS1	8.43035746664145e-06	0.00065280527785519
C2CD3	9.12055533708411e-06	0.000700016447578835
TCF20	9.15744786769797e-06	0.000700016447578835
ATF6B	9.48752850542842e-06	0.000720526666446238
XPC	9.54660069589145e-06	0.000720526666446238
STAT1	9.79664087640942e-06	0.000734748065730707
APC	1.01800778946049e-05	0.000758733930582272
TRIM32	1.04003325348166e-05	0.000770335189302406
TPM1	1.10579967578222e-05	0.000813991428006354
PLCG2	1.13664695214943e-05	0.000831565331557178
KIF14	1.14887301775092e-05	0.000832781759506185
CPNE1	1.15508508003972e-05	0.000832781759506185
POLR2A	1.15926014321196e-05	0.000832781759506185
KIDINS220	1.17921598464557e-05	0.000839291452233169
KCNH2	1.18239802075616e-05	0.000839291452233169
TANC2	1.21078506379525e-05	0.000854355732885107
LIMA1	1.26094339255521e-05	0.000884514703307113
USP36	1.27240004306162e-05	0.000887331608977186
MED12	1.30143363943633e-05	0.000898686886853571
SPEG	1.30375539979596e-05	0.000898686886853571
PIK3C2B	1.32634896627738e-05	0.000909006403612517
CHD1L	1.35673237983542e-05	0.000923965343414334
KCMF1	1.36367212109788e-05	0.000923965343414334
LRPPRC	1.41558687114263e-05	0.000939442817461737
HCK	1.41579422177734e-05	0.000939442817461737
PCM1	1.4215565553405e-05	0.000939442817461737
BICD2	1.4335183470872e-05	0.000939442817461737
SSX2IP	1.4352101479168e-05	0.000939442817461737
CEP350	1.44066406113465e-05	0.000939442817461737
CFAP221	1.44166067585323e-05	0.000939442817461737
BCOR	1.46514121557873e-05	0.000949554836726979
AKAP12	1.54588333790258e-05	0.000996468043485854
MYO1E	1.66027400882091e-05	0.00106444986855857
KIF20A	1.68132852796998e-05	0.00107218410139262
PPRC1	1.73642127979601e-05	0.00110142679582805
MCMBP	1.76997681808616e-05	0.00111677108760198
MED14	1.82080978289572e-05	0.00114279771900166
CGNL1	1.84042045648064e-05	0.0011429895503339
TLN1	1.84861163498126e-05	0.0011429895503339
OLA1	1.84986988020497e-05	0.0011429895503339
BCLAF1	1.86156970458978e-05	0.00114428962511511
KIF1A	1.87282300425721e-05	0.00114530329875729
POLR1B	1.89847418634592e-05	0.00115057783649139
ZNF217	1.90074493743232e-05	0.00115057783649139
ZNF429	1.93196757680398e-05	0.00116357138148421
BIN1	1.96127316323355e-05	0.00117528555133468
HSPA1A	1.99118299778629e-05	0.00118724286243008
BAZ1A	2.08723485601165e-05	0.00123245123022391
GALNT2	2.08767420130172e-05	0.00123245123022391
KCTD18	2.11512052314471e-05	0.00124250306593599
GPATCH8	2.13073460064245e-05	0.00124553971140496
PRPF31	2.14331220326928e-05	0.00124678039141396
TIAM2	2.22903701688465e-05	0.00129035273914318
PARP14	2.30460858025365e-05	0.00132765494297221
MAGED2	2.34052947466084e-05	0.00134186605698704
DOCK11	2.36703456518267e-05	0.00135056876506236
TUT1	2.43201980995963e-05	0.00138103982065564
SLC5A2	2.45552138295196e-05	0.00138777689534133
MTO1	2.49044033321703e-05	0.00140087268743458
PRR14L	2.50778041663161e-05	0.00140326251967135
HNRNPM	2.51822372502866e-05	0.00140326251967135
ZSWIM8	2.55857782095956e-05	0.00141911816348571
SUGP2	2.61549224632514e-05	0.00144396967765867
UBE2Z	2.63105033955412e-05	0.0014458652211605
KIAA1429	2.66191287736846e-05	0.00145611518635867
CCND1	2.68777530880838e-05	0.00146354888390593
MAP1B	2.75789166547319e-05	0.00149235688531682
IK	2.76570961555569e-05	0.00149235688531682
BIRC6	2.87389430735282e-05	0.00154374727996317
HUWE1	2.89096211981983e-05	0.00154468105709907
CDK13	2.90153926029511e-05	0.00154468105709907
PHF14	2.93970490256126e-05	0.00155804359835747
ITGA3	3.02115113871436e-05	0.00159412510306057
PRKCD	3.04326035148097e-05	0.00159871716702249
ADGRB3	3.16788802768205e-05	0.00165688880395212
ZNF687	3.22657802978114e-05	0.00168021585175284
ZFHX3	3.26658206977746e-05	0.00169365179052592
PCCA	3.31280876215164e-05	0.00171018374409776
IRF2BPL	3.54549011906554e-05	0.00181844481825347
STAG1	3.55302006417658e-05	0.00181844481825347
MACF1	3.74804763299911e-05	0.00191006273604763
SEC31A	3.79634627573501e-05	0.00192327427779175
SRP72	3.80622834011618e-05	0.00192327427779175
ZFPM1	3.87882479918631e-05	0.00195168716161589
CCM2L	3.95585721608273e-05	0.00198208392024313
PDE12	4.13635326598082e-05	0.00206384990363269
ATM	4.23117740275794e-05	0.00210196512416881
AQR	4.25431743602743e-05	0.00210196512416881
PDE8B	4.26562314506376e-05	0.00210196512416881
FCGR2A	4.42574290994085e-05	0.00217189235395246
BACH1	4.48835570835244e-05	0.00219359187795504
HARS2	4.50944137340003e-05	0.00219490156644063
SH3PXD2A	4.56650835347138e-05	0.00221364276890838
SETD2	4.68017357082173e-05	0.00225828508704683
TNKS1BP1	4.69799158992092e-05	0.00225828508704683
HELZ	4.71541288616067e-05	0.00225828508704683
SAFB	4.77854804015907e-05	0.00227879655833006
BBX	4.81387918591865e-05	0.00227879655833006
KLF12	4.81557008552768e-05	0.00227879655833006
LRRK2	4.84717388737286e-05	0.00228468571568859
MLLT4	4.89021126947669e-05	0.00229589643261848
TRIP11	4.91054934360066e-05	0.00229640395774266
DYNC2H1	5.04617607684805e-05	0.00235061131704738
CASR	5.48062925706787e-05	0.00254305462609083
ANKRD6	5.5584511284467e-05	0.00256916781809019
PTPRN	5.6043730078846e-05	0.00257016576602066
SOGA3	5.60900717037165e-05	0.00257016576602066
UTP14A	5.62526846902636e-05	0.00257016576602066
PFKP	5.71728954157808e-05	0.00259455952462162
TAB2	5.74060140883075e-05	0.00259455952462162
PLCB3	5.74393051991706e-05	0.00259455952462162
POLR2B	5.81427742209578e-05	0.0026158465103067
HSPH1	5.83492806491892e-05	0.0026158465103067
HRC	6.06883677894103e-05	0.00271051979733602
PPFIA4	6.19612616562093e-05	0.00275704494496379
FXR2	6.34295405920007e-05	0.00281188576787959
STK39	6.44013314482515e-05	0.00284439213896444
CTNNA1	6.46961087645209e-05	0.00284686751666757
SMG7	6.50491238154541e-05	0.00285187794668857
UQCRC1	6.86066994145872e-05	0.00299683110080202
FAM135B	7.05279674617577e-05	0.00306951099263307
PRPF40A	7.12556308601636e-05	0.00308990326548164
AFF1	7.1719293805481e-05	0.0030987412269216
PSD3	7.2674217722511e-05	0.00312866442722362
PCNX	7.33317666450992e-05	0.00314561624907485
YAP1	7.43479438480674e-05	0.00317777501931256
PDIA3	7.50550630288715e-05	0.00319654152364033
MIA3	7.58056738913617e-05	0.00321702014645725
CADM1	7.92164539574413e-05	0.00334984472851946
FAM86B1	8.04283811720039e-05	0.00338907577906766
CHD7	8.19624473293685e-05	0.00343356964366872
DDX1	8.20601550059191e-05	0.00343356964366872
SKAP2	8.35844629294328e-05	0.00348512140011708
ADRA2C	8.49979462878666e-05	0.0035317090922746
IPO8	8.64993716045367e-05	0.00358161460550035
ZNF286B	8.78893492282788e-05	0.00362158700771633
LUZP1	8.80721368752818e-05	0.00362158700771633
LMTK2	8.87767636163773e-05	0.00363801685953711
CAST	8.94478511442794e-05	0.00365296446882031
PPIG	9.21516889136646e-05	0.00375054228769778
PGK1	9.30260544659387e-05	0.00376136202870912
MCM4	9.30483688443765e-05	0.00376136202870912
ANXA6	9.53094775623968e-05	0.00383912022020236
BUD13	9.59484806606098e-05	0.00383912022020236
PLEKHA7	9.60073969756244e-05	0.00383912022020236
PTPMT1	9.64801126607918e-05	0.00383912022020236
PPP2R1A	9.65816407598079e-05	0.00383912022020236
MAP3K7	9.81850824753721e-05	0.00388989072597612
GAB3	0.000100526156722937	0.00396945171828152
FAM129B	0.000101852469013047	0.00400855014185011
COL6A3	0.000103033192320927	0.00404168032377321
STARD10	0.000107253836644899	0.00419344918685382
SPIDR	0.00010800986947092	0.00420920814849908
IL4R	0.000108518728456816	0.00421526331220696
LIME1	0.000108895658918215	0.00421617120973931
KNTC1	0.00011206423484616	0.0043089318556803
ABCC1	0.000112322723101571	0.0043089318556803
CDC42BPG	0.000112565140079855	0.0043089318556803
TRIM41	0.000112736833456793	0.0043089318556803
HSP90B1	0.000114635757440312	0.00436751248394799
JADE3	0.000115597420798949	0.00438237496185593
MORC3	0.000115760848049025	0.00438237496185593
CENPF	0.000117015160130694	0.00441584109037509
POLQ	0.000120321247414435	0.00452628036409192
LIMK2	0.000126157765522715	0.00471785329385675
ZC3HAV1	0.000126205048280109	0.00471785329385675
PHRF1	0.00013023978967629	0.0048534671621555
VWF	0.000132361191816401	0.00491715642495508
PKD2	0.000133454342643314	0.00494236967708548
MATN4	0.000137025019847895	0.00505612801682669
FTO	0.000137374044230763	0.00505612801682669
PRPF40B	0.00014034366296365	0.0051394847081936
DLGAP5	0.000140873737787098	0.0051394847081936
KLC2	0.000141262260221958	0.0051394847081936
HERC2	0.000141362765977987	0.0051394847081936
DDX54	0.000142885907033225	0.00516726983076996
INF2	0.00014299363053703	0.00516726983076996
SCRIB	0.000145351356401409	0.00523274674079002
TUBE1	0.000145683179701659	0.00523274674079002
TMEM159	0.000146508820882211	0.00524659966672782
DHX35	0.000147223563118289	0.00525641015025627
IRAK3	0.000149523423058873	0.00532258752231957
SMCR8	0.000151644212545599	0.00538201557918533
USP22	0.00015267587617861	0.00540255140483658
ARPC1B	0.000155257131142184	0.00547763694932115
MIS18BP1	0.000163819303350083	0.00576267018421751
BANP	0.000164636790587014	0.00577439331691219
ANXA8	0.00016596196353114	0.00580380180383827
MYH6	0.00016977008223467	0.00591961470949837
DDX10	0.000170358982323044	0.00592283050787842
KRT16	0.000172027292119852	0.00596344610037567
DBN1	0.000172675671767377	0.00596857213282891
FPGS	0.000173609364625562	0.00596926758086047
PAXBP1	0.000173696926671579	0.00596926758086047
MICALCL	0.000175058688220667	0.00599877832480304
ZMYND8	0.000175784539491858	0.00600639149982923
BCAR1	0.000177857297713322	0.00603534235797116
SYT2	0.000178000284866094	0.00603534235797116
ZFR	0.000178150147589589	0.00603534235797116
MAP3K3	0.000179845453490587	0.00607551567386757
TLE1	0.00018102359577227	0.00609804062029468
PRRC2C	0.000182229616055047	0.00611072501530449
LPIN1	0.000182424998360453	0.00611072501530449
PTPRA	0.000185120502133887	0.0061836470250605
ZNF563	0.00018884408729902	0.00629040709787936
SMARCA4	0.000190675497662683	0.00633371952542478
ATP2B2	0.000193071890191861	0.00639550636260539
GATAD2A	0.000193809235941523	0.00640214719834533
PIK3R2	0.000195354000189454	0.00643534931563327
DIDO1	0.000197802269199024	0.00649601958532366
SPECC1L	0.000198285209983884	0.00649601958532366
SYNPO2	0.000199569447768979	0.00651103406233845
ZNF226	0.000200722950372029	0.00651103406233845
CDV3	0.000200808764078081	0.00651103406233845
PARD3	0.000200927508171115	0.00651103406233845
BAZ2A	0.000203094603056389	0.00656342314755403
AHCYL2	0.000204133800502738	0.00656406208804709
SRGAP3	0.000204687042434356	0.00656406208804709
AKNA	0.000204765710419582	0.00656406208804709
GTF2I	0.000206705757983158	0.00658768783563968
TET2	0.000206785335829092	0.00658768783563968
PARP1	0.000207159994831436	0.00658768783563968
MYOM1	0.000208869743667684	0.00662439280116259
GARS	0.000210082309697833	0.00664517650702031
ZNF98	0.000212540053349444	0.00669136362823654
WDR47	0.00021311500638761	0.00669136362823654
PPWD1	0.000213225843080074	0.00669136362823654
ZCCHC6	0.000213805062083997	0.00669193009278651
LAD1	0.000216559610137759	0.00676040144212768
WNK3	0.000218851944754862	0.006808899192557
PAAF1	0.000219255118653408	0.006808899192557
MAP2K4	0.000221958372190858	0.00687260917569746
FAM134B	0.000222705634321873	0.00687260917569746
TSC1	0.000223035618532068	0.00687260917569746
SRP68	0.000224212273589181	0.00689027532198217
IRS1	0.00022493314508318	0.00689027532198217
TNS2	0.00022534233757426	0.00689027532198217
TUBGCP5	0.000228226537972818	0.00696061755837815
CASP4	0.000232417826925929	0.00707036374002987
SYDE2	0.000234309674292893	0.00708427664227667
KHSRP	0.000234573000834655	0.00708427664227667
ZAP70	0.000234745557471003	0.00708427664227667
MAST4	0.000235963452235909	0.00708427664227667
ACVR1	0.000235979053609982	0.00708427664227667
HSP90AB1	0.000236775895825956	0.00708427664227667
KIAA1551	0.000237033658722716	0.00708427664227667
ITPR3	0.000241493886323514	0.00719953648601975
TBCB	0.000244753729804955	0.00727852425916231
TLK2	0.000246553523302736	0.00729838450024432
ZDBF2	0.000246645614557523	0.00729838450024432
TRIM33	0.000247791108791146	0.00731413111963964
CYP51A1	0.00024976059169019	0.00735406186643338
IKBKAP	0.000254051910358394	0.00743551346846507
MTX1	0.000254084656252032	0.00743551346846507
STAT3	0.000254397441939937	0.00743551346846507
ARHGEF10L	0.000256441918340739	0.00747694346262425
PSEN1	0.000257124203704944	0.00747855153458891
KIAA0368	0.000259549057214146	0.00753071169654181
USP9X	0.000261750310489452	0.00757614672957941
ABCA2	0.000262981053660513	0.00759333914019763
TRRAP	0.000263855307703168	0.00760018005884126
MAP2K1	0.000274706000738755	0.00786505565576454
PPL	0.000275135068550552	0.00786505565576454
MAZ	0.000275686699364734	0.00786505565576454
ZC3H3	0.00027568916260877	0.00786505565576454
ABCF2	0.000276895313252669	0.00788061243565173
ATRX	0.000278037392327213	0.0078942759607191
TGM1	0.00028110166468069	0.00796232149956586
MBD1	0.000282466577643577	0.00798202355071009
TRERF1	0.000289405063957773	0.00815875978178829
ARHGAP35	0.000290799280748699	0.00817872977105716
ZNF408	0.000291649280727092	0.00818333570040135
KDM5C	0.000292368521054824	0.00818425965628822
PC	0.000295309954871433	0.00824723937199493
SPECC1	0.000296977568563393	0.0082658838036555
SMCHD1	0.000297465836211628	0.0082658838036555
ZNF700	0.000298057026043762	0.0082658838036555
SMARCA1	0.000302120192975272	0.008359125988933
ARID1A	0.000309124708968168	0.00853312998714215
CNNM3	0.000313837745678542	0.00861283115000381
PCNT	0.000313886367961431	0.00861283115000381
FBXO18	0.000314647939251115	0.00861283115000381
SCYL3	0.000314900996343955	0.00861283115000381
ZNF518B	0.000316092692713875	0.00862564155746674
TAOK2	0.000316891207999627	0.00862768871094875
OSBPL3	0.000317921918337591	0.00863603388650518
JPH2	0.000320272550283943	0.0086801140048546
MAML2	0.000323354135223415	0.00874375977900052
CKB	0.000326089371557783	0.00879777320322752
MARK3	0.000327946515336629	0.00882790563293296
GPRC6A	0.00033239747566393	0.00892756733624407
SFXN1	0.000334084381628552	0.0089527106762258
CAPRIN1	0.000336275268258809	0.00897406170353081
TSHZ3	0.00033697056591385	0.00897406170353081
CARD11	0.000337138754145225	0.00897406170353081
ARFGEF1	0.000340060035181724	0.00901393680796976
GSPT1	0.000340148558791312	0.00901393680796976
MCM6	0.000349042279094021	0.00922911125985853
ARHGEF12	0.000353257890121837	0.00931991225597989
CASKIN2	0.000357321343954748	0.00939297861228792
GRIN2D	0.000358377749611335	0.00939297861228792
SMG1	0.000358390378917485	0.00939297861228792
CYR61	0.000361125836841088	0.00944391579896924
F11R	0.000362824390711452	0.0094646167637365
TRIO	0.000363504778011851	0.0094646167637365
PHF20L1	0.000365415321717444	0.00949363335834536
PTCD3	0.000366239630203388	0.00949436432646828
PREP	0.000368329782616379	0.00952783656767964
ANK3	0.000371004668653571	0.00957155794333179
ARHGAP30	0.000372278229698026	0.00957155794333179
UBR4	0.000372427914943895	0.00957155794333179
ZNF330	0.000374674929088353	0.00960859898791099
DIS3	0.000375845664383817	0.00961793894372751
POTEE	0.000377221333164213	0.0096324719442896
UNK	0.000382287083496326	0.00972567732181367
TEP1	0.000383247391259994	0.00972567732181367
HIST1H3D	0.000383318099895382	0.00972567732181367
PALB2	0.000386584084369716	0.00972895187519168
CRY1	0.000386762158671904	0.00972895187519168
PKHD1L1	0.000388068334947442	0.00972895187519168
PYGB	0.000388865085054944	0.00972895187519168
POTEM	0.000388926966201839	0.00972895187519168
CDC42EP4	0.000389292141030279	0.00972895187519168
ABCF3	0.00039039934944102	0.00972895187519168
ANPEP	0.000390529323338501	0.00972895187519168
ZSCAN32	0.000390789765049628	0.00972895187519168
SUPT6H	0.000393621994256919	0.00977904641982033
SCAF11	0.000395092486389468	0.00979517234967653
DENND4C	0.000396582092146003	0.00981170425070766
ZBED4	0.000399272506657086	0.00985781499355227
GOLGA1	0.000401967046696213	0.00989591469555752
TTK	0.000402475356590809	0.00989591469555752
CCP110	0.000403711394025309	0.00989852823460612
ITIH2	0.000404241781991881	0.00989852823460612
SORBS2	0.000406241917492748	0.00991696688939805
SLC25A4	0.000407713451659128	0.00991696688939805
HSPA4	0.000408236641023006	0.00991696688939805
SHC1	0.000408768573301514	0.00991696688939805
TERF2	0.000409152847763844	0.00991696688939805
XPO1	0.000412399692346554	0.00995819609074201
PNPT1	0.000412524014157363	0.00995819609074201
TMEM131	0.000424693241746104	0.0102312462784289
KRT75	0.000429521905278659	0.0103267111299355
ALDH2	0.000431112122924959	0.0103440886637427
ADGRL1	0.000433144270973498	0.0103710604881763
LRMP	0.000433975612880499	0.0103710604881763
LRRC16A	0.00043867728270589	0.0104624531925355
FAM110C	0.000442740130996902	0.0104739812996203
UACA	0.000442796623800071	0.0104739812996203
C1QBP	0.000443023216915439	0.0104739812996203
SNRPB2	0.000443213305212783	0.0104739812996203
WDR44	0.000443918802032692	0.0104739812996203
HFM1	0.000445037444573618	0.0104739812996203
HCLS1	0.000446016625589006	0.0104739812996203
CSTF2T	0.000446187211757411	0.0104739812996203
PLEKHO1	0.000452806709367374	0.0106084872479488
BMS1	0.000454254073439814	0.0106155721972321
PCBP1	0.00045488950882898	0.0106155721972321
PARK7	0.000459047262740258	0.0106916769690968
CEP97	0.000462862533436543	0.0107477727991858
MARCH7	0.000463258299268887	0.0107477727991858
USP9Y	0.000470336731714227	0.0108908068460042
TOPBP1	0.000473148282775723	0.0109346768839157
FN1	0.00047642515796819	0.0109891102684152
PAK3	0.00048462410931578	0.0111566457598276
KIAA0196	0.000486839073867867	0.0111860423041894
ZBTB7A	0.000489617767210648	0.0112167255999793
CAMSAP3	0.000490055684493857	0.0112167255999793
IGSF21	0.000494313506561099	0.0112576704194333
TYW1	0.000494652503606847	0.0112576704194333
ZNF765	0.000494676670841346	0.0112576704194333
KIAA1671	0.000499934725183646	0.0113556601863143
GPR39	0.000501464376289716	0.0113687503559978
TUBA3C	0.00050452465463104	0.0114164260084918
SMAD3	0.000505949259281862	0.0114269790093489
FGF13	0.000507612639213854	0.0114428747119569
ACLY	0.000510442533398913	0.0114849570014755
DEK	0.00051482850102179	0.0115618265059978
GTF2IRD1	0.00051608092768014	0.0115681674108753
IL17RA	0.000517205030973583	0.0115716134978611
FNDC3A	0.000522949027213006	0.0116773119554467
MTUS1	0.000523887790034715	0.0116773119554467
CREBBP	0.000525702388120165	0.0116958973476361
PPFIBP2	0.000527591663006593	0.0117160718460961
TMF1	0.000528729221346334	0.0117195092277975
MAPK8	0.00053207104238039	0.011750858202989
KIAA1033	0.000532697269197576	0.011750858202989
BOD1L1	0.000533099730634553	0.011750858202989
PTK2	0.000534894679689147	0.0117686698437142
CDH23	0.000546906884571884	0.012010800365598
AIFM1	0.000548458792969037	0.0120227410039628
OGFR	0.000551015094206041	0.0120249858085145
SLC4A4	0.000551732185046983	0.0120249858085145
PROSC	0.000552928961916136	0.0120249858085145
ZNF777	0.000553583607681097	0.0120249858085145
HIVEP3	0.000553603120241044	0.0120249858085145
MICAL3	0.000557734027989734	0.0120926877886865
PARP9	0.000559950866449888	0.0121187188428583
HMGCS1	0.000562239110539356	0.012146198176054
HIST1H2AD	0.000563933119749492	0.0121607639294985
FANCI	0.000567161239403403	0.0121753182224669
