gene	p	fdr
SYNE1	1.78281564619149e-06	0.000130052687190407
OBSCN	1.80890282438699e-06	0.000130794770579007
SVIL	1.81166539285501e-06	0.000130794770579007
AKAP11	1.82596460679203e-06	0.00013115107837297
ROCK2	1.88100909682508e-06	0.000134245550075177
DPYD	1.88821743287233e-06	0.000134245550075177
TIMELESS	1.99878778791593e-06	0.000141388998775508
HCFC1	2.02718759570977e-06	0.000142677333997543
SPIRE1	2.04325067774066e-06	0.000143088844962178
SLTM	2.16346543869832e-06	0.000150753716091586
WNK3	2.23074978782888e-06	0.000154672680833323
ZC3H13	2.28734598425093e-06	0.000157815605199106
PTPRF	2.30788344153461e-06	0.000158452036677126
HBP1	2.37330088078736e-06	0.000162148547006379
KIF1A	2.40946739188922e-06	0.000163820389761167
ULK1	2.50156556161819e-06	0.000169260518145045
BTAF1	2.55378125142578e-06	0.000171962789458988
PODXL	2.69575374547523e-06	0.00018065419597668
CTCF	2.75138459759458e-06	0.000183504250828142
KDM3A	2.83229809411049e-06	0.000188005531308586
GPRIN1	2.87555837586044e-06	0.000189371776601007
KIAA1217	2.87992206311684e-06	0.000189371776601007
RAPGEF2	2.91790903249099e-06	0.000190973055649854
RBM5	3.16757619642504e-06	0.000206349173056415
PTPN11	3.21374577817486e-06	0.000208387608190357
SPTBN2	3.27646124591942e-06	0.000211075090047246
SOX13	3.28533268815506e-06	0.000211075090047246
JPH2	3.32576266482071e-06	0.00021269694923963
DLG5	3.40575554271091e-06	0.000216822782414587
CWC27	3.63603698615062e-06	0.000230435900579301
BRWD1	3.65775036246891e-06	0.000230767799895223
SRSF6	3.75245005707907e-06	0.000234628640622542
LRRFIP2	3.73975162074698e-06	0.000234628640622542
GLI4	3.79088553285981e-06	0.00023493426005856
TNS1	3.78862518592807e-06	0.00023493426005856
NOTCH3	3.83273708244517e-06	0.0002364815664173
MDN1	3.89134054348846e-06	0.000238000505031001
PLCH2	3.88909139169443e-06	0.000238000505031001
CGNL1	3.99189655464417e-06	0.000243089144105853
PPRC1	4.08347444902019e-06	0.000246967418379186
ESF1	4.09084971183573e-06	0.000246967418379186
PARP4	4.157837167542e-06	0.000249934194714992
SAMSN1	4.25247870075501e-06	0.000253447730564999
VASP	4.24502489841604e-06	0.000253447730564999
DNAH6	4.29549694481453e-06	0.000253851182316761
KIAA0232	4.29203402629536e-06	0.000253851182316761
IGHMBP2	4.31491636291603e-06	0.000253927388987403
BCORL1	4.37804833327918e-06	0.000256564623246478
AHR	4.41708287976041e-06	0.000257211870432956
TOP2B	4.42582184594762e-06	0.000257211870432956
WHSC1	4.48734546777042e-06	0.00025970975463468
CD2AP	4.55220723692318e-06	0.000262379483787432
FRY	4.61101612235248e-06	0.000263599558406812
ZNF555	4.59583728420508e-06	0.000263599558406812
HK1	4.68555141152348e-06	0.00026677167914552
NYAP2	4.76155245092164e-06	0.000270001229261573
FOXK1	4.80974631453689e-06	0.000271634301941144
ZNF281	4.87963885468496e-06	0.000274474786340231
PRPF4B	4.90605543360413e-06	0.000274856849612238
FOXJ3	5.02430814024422e-06	0.000279247856397859
MB21D2	5.01310439617556e-06	0.000279247856397859
AVEN	5.04864300418206e-06	0.000279491280302664
BRPF1	5.0829712155268e-06	0.000280283837971135
BRCA2	5.26376727751171e-06	0.000287303088820504
MKI67	5.27180449999069e-06	0.000287303088820504
TUBGCP6	5.2532657185478e-06	0.000287303088820504
RFX7	5.32332826529857e-06	0.00028898657241772
ATF7IP	5.34769844727535e-06	0.000289188665839917
ARHGEF28	5.80457214042596e-06	0.000312687836149254
CMYA5	5.83030454222117e-06	0.000312870672100957
KIF20B	5.85551426576937e-06	0.000313024171016663
ZBTB20	5.95574487701784e-06	0.000317171721473429
TARDBP	6.09749320525e-06	0.00032349049179065
CDK4	6.31125758876025e-06	0.000333567825615759
RALB	6.34773077768693e-06	0.000334234275459711
HSF4	6.38056804200382e-06	0.000334705003731481
SF3A2	6.46541274218214e-06	0.00033789018980225
RGPD2	6.56492567987588e-06	0.000341815424060749
LYAR	6.71922961942529e-06	0.00034855381499878
GANAB	6.88796511990701e-06	0.000355988337525526
ACO1	7.0035766877387e-06	0.000360632702531133
TRIM72	7.05650990205797e-06	0.000362027390799355
PIKFYVE	7.23136601085006e-06	0.000369644205649511
PTEN	7.48901770312073e-06	0.000380065846961899
GTF2I	7.48951690428988e-06	0.000380065846961899
FXR1	7.5794150996545e-06	0.000383239306446791
IGF2BP1	7.68204808296079e-06	0.000387031530395499
MEPCE	7.89405842236096e-06	0.000396287391625762
VPS13D	7.97158677704468e-06	0.000398750158568885
ATP2B2	8.09772784312623e-06	0.000402604082158015
SUCO	8.10612245955734e-06	0.000402604082158015
SLK	8.30744252503646e-06	0.000411145017687847
SPTA1	8.36586630210221e-06	0.000412578603617055
FOXC1	8.41629462975191e-06	0.000413609202050194
CTAG2	8.95705244474878e-06	0.000438645022871159
SLC3A2	9.02232867086111e-06	0.000438879973250416
MYH4	9.05585550973656e-06	0.000438879973250416
KRT20	9.05265495966677e-06	0.000438879973250416
GAB1	9.44642355668736e-06	0.000454661884312588
H3F3A	9.43618831327276e-06	0.000454661884312588
FRYL	9.49546236488952e-06	0.000455457006447406
ZNF787	9.63917348104133e-06	0.00046077223131558
RPS15	1.00583368501139e-05	0.00047917369361461
FARP1	1.01893412477004e-05	0.00047938206742674
KIF3B	1.02250186216984e-05	0.00047938206742674
NSD1	1.01395259590225e-05	0.00047938206742674
FNIP1	1.02338453634582e-05	0.00047938206742674
ZNF331	1.01155115985961e-05	0.00047938206742674
AMER1	1.03713421959889e-05	0.000482594746833953
ANKIB1	1.03664011004947e-05	0.000482594746833953
MAST3	1.05803543720565e-05	0.000489082203729261
FKBP15	1.05806017228307e-05	0.000489082203729261
TCOF1	1.06198990855946e-05	0.000489283903265913
PELP1	1.07771617458436e-05	0.000494901401351753
ACTR3	1.09860284372708e-05	0.000502844164354299
LARP6	1.10744309530629e-05	0.000505239348301627
IQGAP2	1.11278566102401e-05	0.000506028440529295
KIAA1462	1.14941809096139e-05	0.00052099513857622
WDR55	1.16965136396556e-05	0.000528456032377471
AKAP13	1.17436935670892e-05	0.000528881582317208
SSRP1	1.18334298677762e-05	0.000531214803615621
TIAM2	1.18766448623867e-05	0.000531451399177596
RAC1	1.19825724473348e-05	0.000534483788845132
SECISBP2L	1.20447987060266e-05	0.000535553811671775
UNC13B	1.22077508947699e-05	0.000541081515924516
GIGYF2	1.23479761809147e-05	0.000545570203122686
ZNF318	1.2392622619447e-05	0.000545820982415014
CLIP2	1.26013404601252e-05	0.000553273901205372
ANXA8	1.2849783458168e-05	0.000560666875747978
ESCO1	1.28283804681369e-05	0.000560666875747978
MAPK8IP1	1.30539190538522e-05	0.000567804938721285
RBM10	1.35703505061222e-05	0.000585710388776933
FAM47B	1.36873134322171e-05	0.000585710388776933
SLC4A2	1.35639804237507e-05	0.000585710388776933
DOCK6	1.37164791888358e-05	0.000585710388776933
RAD51C	1.36527308847067e-05	0.000585710388776933
ZNF687	1.37124501415753e-05	0.000585710388776933
ELMSAN1	1.38690285167038e-05	0.000590424356853962
ZFYVE16	1.44337332608704e-05	0.000612602630459849
PKN2	1.46199312531709e-05	0.000612970189511889
PDZRN3	1.46612175843555e-05	0.000612970189511889
BACH1	1.46427985096536e-05	0.000612970189511889
SLX4	1.45597553117874e-05	0.000612970189511889
ADAR	1.4549529931601e-05	0.000612970189511889
STAT3	1.5316027960479e-05	0.000632791408892238
SHROOM2	1.53159297468862e-05	0.000632791408892238
ARHGEF15	1.52375477899605e-05	0.000632791408892238
TOB1	1.52561702444613e-05	0.000632791408892238
SHANK3	1.54302112431695e-05	0.000635633937270095
TFAP2A	1.56593220172608e-05	0.000637571116784171
PPP1R10	1.55636621275481e-05	0.000637571116784171
ESPL1	1.55780805809168e-05	0.000637571116784171
PDPK1	1.56143291753304e-05	0.000637571116784171
TRIP6	1.57416663580593e-05	0.00063906602611878
ZFC3H1	1.59584294669437e-05	0.000645328660977359
ZFHX3	1.59880797771772e-05	0.000645328660977359
CWF19L2	1.612911639252e-05	0.000645441154838956
ATP1A1	1.61047856571282e-05	0.000645441154838956
NCL	1.60830180331674e-05	0.000645441154838956
PHF8	1.62255493013742e-05	0.000647450266424636
ERC1	1.65110063628432e-05	0.000656969190676085
HELZ2	1.69996709063884e-05	0.000668209032255308
UTRN	1.70797396506783e-05	0.000668209032255308
ARHGEF11	1.69302409928688e-05	0.000668209032255308
MTMR9	1.70780796535081e-05	0.000668209032255308
ITGB7	1.69486987942706e-05	0.000668209032255308
HGS	1.70670546649682e-05	0.000668209032255308
MGEA5	1.72468220133639e-05	0.000669138474014336
SEMA6A	1.71561559288482e-05	0.000669138474014336
ACAA1	1.72343363087087e-05	0.000669138474014336
TBL1X	1.73003732459476e-05	0.000669361954924701
SPEN	1.76680622660937e-05	0.00068170490385374
SH2D3C	1.77244276760493e-05	0.000682000917666885
COPS6	1.78488626041679e-05	0.000684907314065686
KRT79	1.85654869694789e-05	0.000710459591515086
ALK	1.89348309899641e-05	0.000722619190314544
CDH2	1.9190374944949e-05	0.000730381498584117
TRPS1	1.96093615160332e-05	0.000744305467191223
TNFRSF10D	1.99290237827638e-05	0.00075439434351727
PDCD5	2.0229848884321e-05	0.000763717691304042
YEATS2	2.02960340999563e-05	0.000764156595709643
MSN	2.05514040674694e-05	0.000769488852758544
NOP58	2.06024789222086e-05	0.000769488852758544
MIB1	2.05919609410644e-05	0.000769488852758544
PLIN4	2.06837747818648e-05	0.000770470610624463
NFKB2	2.08711259249914e-05	0.000775387240597957
RARA	2.10769599809006e-05	0.000780914955475277
UBE2Z	2.11314271116043e-05	0.000780914955475277
KIAA1211L	2.14811608191976e-05	0.000791401135340604
WWC1	2.15281902445216e-05	0.000791401135340604
DNAH5	2.15903297629978e-05	0.00079160774518468
NOTCH1	2.19712967562563e-05	0.00080347253882017
PLCB3	2.20621233621165e-05	0.000804692968254698
FAM114A1	2.24552349662648e-05	0.000816903950487026
MSH6	2.25990479808958e-05	0.000820005870519238
NUMA1	2.28409212604713e-05	0.000825856600699643
FCHO1	2.28782208390305e-05	0.000825856600699643
CKAP4	2.31990296706699e-05	0.000835284343360931
MYBL1	2.33460736813085e-05	0.000838423353795914
SHANK2	2.34434614698878e-05	0.000839767573778131
ALS2	2.35506260460967e-05	0.00084145425612661
PHIP	2.40488769124361e-05	0.00085707015276229
RBL2	2.43644337545986e-05	0.000866112332910934
CKMT1B	2.44491146680976e-05	0.00086692227858576
KMT2D	2.48107423586036e-05	0.000875312991119904
ZC3HAV1	2.48056699509845e-05	0.000875312991119904
TJP3	2.50511533485673e-05	0.000881574004522699
PRR14L	2.5357336747271e-05	0.00089011242727388
ZNF597	2.54652028947002e-05	0.000891664079357927
SETDB1	2.56365226789791e-05	0.000893196857317862
PLXNB2	2.55932531066704e-05	0.000893196857317862
ARHGEF16	2.5730042918505e-05	0.000894230722373652
SPTB	2.61622685447147e-05	0.000904762304289565
SHB	2.61524317873959e-05	0.000904762304289565
ZBTB49	2.63696476392501e-05	0.000909687893683096
PLEKHA5	2.67855795433981e-05	0.000921766159913596
SMG1	2.73546797251134e-05	0.000939043245661613
HTR1E	2.76774448072415e-05	0.000944246286247978
DYSF	2.75910601361505e-05	0.000944246286247978
BZW2	2.77084980471169e-05	0.000944246286247978
TRIM33	2.78665180224336e-05	0.000947326338403409
ADRA2C	2.8245940312094e-05	0.00095789985474864
ZNF493	2.83561958977545e-05	0.000959316134647222
RABGAP1L	2.86292363272836e-05	0.00095993942131367
PCSK5	2.86482332891994e-05	0.00095993942131367
LPCAT2	2.86487703919116e-05	0.00095993942131367
RPP38	2.85397761391293e-05	0.00095993942131367
PPP1R37	2.88323441709758e-05	0.00096378475527133
SMARCAL1	2.90282367679291e-05	0.000968022581360989
TNN	2.97047410479507e-05	0.000988229461086931
ARL6IP4	3.00076954855301e-05	0.00099594261367378
DOCK1	3.05064825329777e-05	0.00101010353275859
NHS	3.07286969694333e-05	0.00101506162677802
LRPPRC	3.08122136298464e-05	0.00101542556258736
MYO9A	3.09583337555077e-05	0.00101624759807467
CLASP2	3.09822736240099e-05	0.00101624759807467
KCNA3	3.15800102670192e-05	0.00103343370046699
CLTB	3.17286363216489e-05	0.0010358771103054
MYOF	3.18266057010434e-05	0.00103665916150887
HIST1H3C	3.242039785162e-05	0.00105355009816656
PLEKHA7	3.27850565174855e-05	0.00106047921843857
CLASRP	3.27617051438178e-05	0.00106047921843857
ACSM3	3.30325782533218e-05	0.00106602371201849
CDK11B	3.32350235292792e-05	0.00107009135528985
PPFIBP1	3.35930932849003e-05	0.00107913959758788
FPR2	3.40436901994045e-05	0.0010911119563681
MYH13	3.42539387526855e-05	0.00109425593076266
ETAA1	3.42980403830364e-05	0.00109425593076266
IGSF21	3.45166455935985e-05	0.00109872758678168
ZNF92	3.48958773506368e-05	0.00110828040402045
ARAF	3.52541641404681e-05	0.00111712629627013
PHACTR4	3.53776264609858e-05	0.00111850798242114
GOLGA4	3.68324352006163e-05	0.00116188082752215
MIDN	3.69471758462085e-05	0.00116288122449887
ZKSCAN4	3.76168935864298e-05	0.00118130540711107
SAFB2	3.77413790229681e-05	0.00118256320938633
TOP1	3.88641224555005e-05	0.00121502432837442
MYBL2	3.99800653834943e-05	0.00124712872107176
ZNF737	4.06391218427485e-05	0.00126273797551704
CEP131	4.06607758787796e-05	0.00126273797551704
PLIN5	4.07914497094779e-05	0.00126399346157289
COBLL1	4.09073076105145e-05	0.00126478532095555
CAMK2A	4.14645939159609e-05	0.00127919185547786
CCDC88C	4.15605310410818e-05	0.00127933362145361
DYNC1H1	4.19687422710064e-05	0.00128624552351798
SLAIN2	4.18982752163956e-05	0.00128624552351798
FOXO3	4.2623566760833e-05	0.00130062238791335
U2SURP	4.25929217511166e-05	0.00130062238791335
CENPF	4.27609214085912e-05	0.0013019770983668
C19orf54	4.29631698546145e-05	0.0013039136299702
MAP4	4.30107166247488e-05	0.0013039136299702
PKLR	4.31545603435016e-05	0.00130544875198938
PFKL	4.37988016490091e-05	0.00132208193081039
CUX1	4.39029571824526e-05	0.00132237595332781
GLCCI1	4.43374049567892e-05	0.00133259590949526
PSD2	4.48654153058858e-05	0.00134270300592786
COPA	4.48565643477856e-05	0.00134270300592786
LAMB1	4.57146376005447e-05	0.0013652008832265
NUP214	4.66861251257802e-05	0.00139124652874825
ZNF708	4.68726223539618e-05	0.00139383853224966
PCBP1	4.73779722228608e-05	0.00140588109947752
BCOR	4.78264237135925e-05	0.00141618792924435
CYP1A2	4.87235999779401e-05	0.00143971042466462
RAD50	4.89517099418026e-05	0.001440984942062
RBBP6	4.89724998159011e-05	0.001440984942062
BRSK2	4.91009932523146e-05	0.00144173692136671
NAB1	4.93370003104481e-05	0.00144563603838522
ZNF433	4.98242669071276e-05	0.00145686572505476
PKN3	5.05179738788936e-05	0.00147225786866166
FH	5.05609049568942e-05	0.00147225786866166
CSTF2T	5.08302503939769e-05	0.00147703005605403
ERCC6L2	5.1228148588203e-05	0.00148244101059168
GRK6	5.12061792866532e-05	0.00148244101059168
PRRC2C	5.15973064017182e-05	0.00149004509992261
NFE2L2	5.18129660718918e-05	0.00149319424445045
RAD51	5.24314896758943e-05	0.00150791672361514
PCNXL2	5.30683570960153e-05	0.00152011107307449
UTP14A	5.30725628111826e-05	0.00152011107307449
SEC31A	5.33388175728929e-05	0.00152151421369845
CGN	5.32609165783165e-05	0.00152151421369845
SIN3A	5.35205694652564e-05	0.00152359572343573
VPS13C	5.38868062136759e-05	0.00153090995502788
ATP7A	5.40163164480237e-05	0.00153148285054862
FAM104A	5.62414149993851e-05	0.00158821024366994
HCK	5.62439155262239e-05	0.00158821024366994
ZC3H11A	5.64783274136613e-05	0.00158842460593522
SCRIB	5.64728637717199e-05	0.00158842460593522
FN1	5.7483615638706e-05	0.00161023104127143
GON4L	5.74694798026068e-05	0.00161023104127143
GARS	5.76520243085305e-05	0.00161150561499399
CACHD1	5.77592330948869e-05	0.00161150561499399
RAD21	5.81657682374324e-05	0.00161962176925145
NASP	5.84321187361942e-05	0.00162381002979987
MID1	5.94730851827851e-05	0.00164576134719199
DLGAP5	5.94639661560037e-05	0.00164576134719199
PSIP1	5.95745396991533e-05	0.00164576134719199
UBE3C	5.98979089584487e-05	0.00164826823545909
SLC4A9	5.99006519954787e-05	0.00164826823545909
KIAA1804	6.02590079901169e-05	0.00164841340997964
CD79B	6.00431361749543e-05	0.00164841340997964
CHD8	6.02069976073201e-05	0.00164841340997964
PSMA2	6.06061577133537e-05	0.0016546780602987
CDC42EP3	6.23057578581611e-05	0.00169777129292102
MAGEC1	6.30318530065835e-05	0.0017142216178839
MAP4K1	6.32015872084883e-05	0.00171550664814358
EZH2	6.39796223877233e-05	0.00173303610754961
RRAD	6.4094866750728e-05	0.00173303610754961
ACACA	6.4316049855553e-05	0.00173566588492654
UNK	6.45047622806751e-05	0.00173741096250603
DOCK10	6.57759157315948e-05	0.00176824851389005
GIGYF1	6.62383935151883e-05	0.00177726999918339
RUSC2	6.64810074885466e-05	0.0017803690074275
SSH3	6.68715581677718e-05	0.00178741038873628
PKD2	6.71240744856332e-05	0.00179074245189672
TIAM1	6.79607370258188e-05	0.00180961612696505
SSH1	6.82457874299082e-05	0.00181375806213149
